Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
O22B7	(1, 32.81804747257124)	(2, 32.71752842874219)	(3, 32.94108760017713)	(4, 33.04263746950187)	(5, 32.59347671055892)	(6, 33.179281122742836)	(7, 33.0530458553358)	(8, 31.933898237878704)	(9, 32.03509137522742)	(10, 31.47688148604702)	(12, 30.932372562894116)	(14, 28.769200777654497)	(16, 33.20024926340447)	(18, 29.619446941907725)	(20, 33.19690415032562)	(22, 25.92650315733443)	(24, 29.687190859298813)	(26, 29.526710632199666)	(28, 29.281203650982285)	(30, 32.24239628993526)	(32, 29.595009830767225)	(34, 24.591459268975747)	(36, 27.16253980410878)	(38, 32.20939209656946)	(40, 32.284591944190744)	(42, 32.311177011711095)	(44, 32.314091746726845)	(46, 32.34882680861237)	(48, 32.410035623477604)	(50, 32.4005567992499)	(52, 32.40451356147368)	(54, 32.48353653922844)	(56, 32.56993908948162)	(58, 32.76328598111735)	(60, 32.97647911396419)	(62, 31.905130403758253)	(64, 32.889075325720185)	(66, 32.71200993549519)	(68, 28.365509868848463)	(70, 32.66047782044774)	(72, 32.81971501186972)	(74, 24.21339589197349)	(76, 28.386679355173037)	(78, 24.878531445723098)	(80, 24.842802673820252)	(82, 24.805367248755125)	(84, 27.833940479947856)	(86, 29.25942897600691)	(88, 29.597013611056752)	(90, 28.04881872839911)	(92, 28.451551294655633)	(94, 29.40030341044958)	(96, 29.247181759892733)	(98, 27.90458537534577)	(100, 32.44493727707277)
O22B8	(1, 32.866800839734914)	(2, 32.76689568134294)	(3, 32.98524139903777)	(4, 33.07203963878541)	(5, 32.60093548231172)	(6, 33.19750872713596)	(7, 33.066504792814605)	(8, 31.931282379302672)	(9, 31.97552414444754)	(10, 31.429097602071202)	(12, 30.869175213927168)	(14, 28.600910518311675)	(16, 33.20439815525848)	(18, 29.498387255523745)	(20, 33.19033476391381)	(22, 25.81569154218419)	(24, 29.717770787905884)	(26, 29.574013300166072)	(28, 29.39661675255783)	(30, 32.27824023353763)	(32, 29.592492530027968)	(34, 24.626768263737763)	(36, 27.194093974194185)	(38, 32.1946563408124)	(40, 32.3087636790021)	(42, 32.32048408278081)	(44, 32.318012646539884)	(46, 32.34031228904095)	(48, 32.390014394444435)	(50, 32.3693983527092)	(52, 32.370289167405545)	(54, 32.492928373603064)	(56, 32.60592742146902)	(58, 32.772745631339745)	(60, 32.96035902200357)	(62, 31.843925777270265)	(64, 32.876677887485044)	(66, 32.629568630364915)	(68, 28.329511281819165)	(70, 32.5845220402641)	(72, 32.73733737470923)	(74, 24.060802893953948)	(76, 28.046465627054875)	(78, 24.877123536745298)	(80, 24.75270935895355)	(82, 24.5190094639797)	(84, 28.41645707164581)	(86, 29.43423390381841)	(88, 29.763970251415287)	(90, 28.028685079672442)	(92, 28.537283492500332)	(94, 29.348854465964934)	(96, 29.291819578905923)	(98, 27.75454528498929)	(100, 32.40867781300563)
O22C1	(1, 32.879176451204465)	(2, 32.631035871689235)	(3, 32.935537452751305)	(4, 33.01373716429734)	(5, 32.70878453726616)	(6, 33.1029317930639)	(7, 33.002810271904984)	(8, 32.12015642666408)	(9, 32.28626287934606)	(10, 31.846760943513246)	(12, 31.4185138610151)	(14, 29.72454001925289)	(16, 33.22794777478089)	(18, 30.458676845920877)	(20, 33.278459210756985)	(22, 26.411243806094344)	(24, 29.626192864488488)	(26, 29.580537019520037)	(28, 29.208102335309686)	(30, 32.04243292627892)	(32, 29.616186853346576)	(34, 24.357406973733482)	(36, 26.966567911030985)	(38, 32.16383573499389)	(40, 32.21368339505865)	(42, 32.23406629942231)	(44, 32.25091057764767)	(46, 32.312237905594245)	(48, 32.39552805766932)	(50, 32.42314709142839)	(52, 32.449333041558276)	(54, 32.54671783932724)	(56, 32.63735085276548)	(58, 32.618450675597984)	(60, 32.86104462703743)	(62, 32.090125564436825)	(64, 32.750324538292105)	(66, 32.63719431508274)	(68, 28.418404840062255)	(70, 32.67953046649136)	(72, 32.93393140776186)	(74, 24.51134540148435)	(76, 28.50420877494276)	(78, 25.422155236625827)	(80, 24.788066122982002)	(82, 24.29714879409088)	(84, 25.670851273632042)	(86, 28.229985558221262)	(88, 29.482087037794265)	(90, 28.364131639404654)	(92, 27.82994692475159)	(94, 28.753173171903267)	(96, 29.001154285983844)	(98, 27.98901241606484)	(100, 32.42546908819862)
O22C2	(1, 32.96106533466582)	(2, 32.7754808266364)	(3, 32.87875928968397)	(4, 33.06762270242329)	(5, 32.80239242925399)	(6, 33.18925089064524)	(7, 33.12260511380641)	(8, 32.18653820865157)	(9, 32.36975725780951)	(10, 31.873005804133417)	(12, 31.474218073940307)	(14, 29.66920500472044)	(16, 33.282981992574555)	(18, 30.47091651567618)	(20, 33.299212407611066)	(22, 26.47729395289726)	(24, 29.621146947029125)	(26, 29.656079026604544)	(28, 29.377546418364176)	(30, 32.084536879666445)	(32, 29.655436787053667)	(34, 24.363555750709416)	(36, 27.080582939745895)	(38, 32.292561085593704)	(40, 32.35467008893374)	(42, 32.45193088258291)	(44, 32.3496024423345)	(46, 32.435963814031496)	(48, 32.54553348217712)	(50, 32.586061669525826)	(52, 32.60553795550551)	(54, 32.65692326190002)	(56, 32.723914959445366)	(58, 32.634570369218046)	(60, 32.89294300469363)	(62, 32.17494546288348)	(64, 32.91719460285714)	(66, 32.66745288772803)	(68, 28.39366254939039)	(70, 32.69137507962802)	(72, 32.95364166927919)	(74, 24.752095605248883)	(76, 29.441252575028713)	(78, 25.412862852089614)	(80, 24.726423731588536)	(82, 24.94286154364349)	(84, 28.13882854660345)	(86, 29.029436494843605)	(88, 29.273735759340347)	(90, 28.348569229561186)	(92, 27.862061451948676)	(94, 29.14418876292993)	(96, 29.080705036197628)	(98, 27.7773695493233)	(100, 32.4664871643322)
O22C3	(1, 32.88839105016254)	(2, 32.74912932120056)	(3, 32.972133748687995)	(4, 33.05911556376371)	(5, 32.631629625866836)	(6, 33.16488032029343)	(7, 33.08162916658578)	(8, 32.01816384018098)	(9, 32.18587699788329)	(10, 31.69675999171839)	(12, 31.152147241281245)	(14, 29.10655880102255)	(16, 33.21593316425581)	(18, 29.968000646574303)	(20, 33.28158268958193)	(22, 26.34916659781705)	(24, 29.660045013988636)	(26, 29.556442677895788)	(28, 29.297129339400684)	(30, 32.142681971436986)	(32, 29.543996586215904)	(34, 24.62798096451519)	(36, 27.14203562125947)	(38, 32.27659915051183)	(40, 32.35823474929364)	(42, 32.38105481692822)	(44, 32.39764049873732)	(46, 32.458431538390414)	(48, 32.52786864447337)	(50, 32.54378021735302)	(52, 32.53618775766607)	(54, 32.61006185442821)	(56, 32.6823071476153)	(58, 32.759480788389226)	(60, 32.9508883071024)	(62, 32.15410545218379)	(64, 32.932872604177916)	(66, 32.70483960949593)	(68, 28.273042050792792)	(70, 32.66009336895269)	(72, 32.92424738854814)	(74, 24.51474172852344)	(76, 29.820225720032177)	(78, 25.168290548800215)	(80, 24.770611507839384)	(82, 24.93453369694182)	(84, 27.953708629557955)	(86, 29.062671907285296)	(88, 29.335430082501265)	(90, 28.079126659291923)	(92, 28.117417853795153)	(94, 29.170278413202404)	(96, 29.10538690286385)	(98, 27.827796008578765)	(100, 32.471000114641484)
O22C4	(1, 32.88030285634683)	(2, 32.73302731311575)	(3, 32.935426835746256)	(4, 33.03253135952028)	(5, 32.62519154340278)	(6, 33.17427004645458)	(7, 33.040821287690726)	(8, 31.96252863442058)	(9, 32.11497989541883)	(10, 31.58404282339749)	(12, 31.059007673111836)	(14, 28.98578910204986)	(16, 33.22004182935669)	(18, 29.837223442988332)	(20, 33.26635029721923)	(22, 26.24828380535481)	(24, 29.67155797944183)	(26, 29.596500428697723)	(28, 29.38524441502654)	(30, 32.211192946151286)	(32, 29.601563757177935)	(34, 24.475513790775338)	(36, 27.151822175958344)	(38, 32.238370104053324)	(40, 32.302971110563604)	(42, 32.33837610403252)	(44, 32.30736681982772)	(46, 32.3444989731028)	(48, 32.42294600527745)	(50, 32.407398842891695)	(52, 32.4238303947471)	(54, 32.536514323908165)	(56, 32.64871714349802)	(58, 32.73154733558492)	(60, 32.93581966666484)	(62, 31.921996810982826)	(64, 32.8610765090586)	(66, 32.67566438707868)	(68, 28.35278571854979)	(70, 32.67774464892004)	(72, 32.86718233634178)	(74, 24.494419517674014)	(76, 29.581083366033948)	(78, 25.25881042262757)	(80, 24.82608666364743)	(82, 24.724522535701546)	(84, 28.351304843797354)	(86, 29.315048711753477)	(88, 29.53723614303178)	(90, 28.149023676683637)	(92, 28.23435944249441)	(94, 29.242635575651)	(96, 29.19281543105648)	(98, 27.758805944334522)	(100, 32.43498932332509)
O22C5	(1, 32.900304932474036)	(2, 32.75910820306001)	(3, 32.97403185276287)	(4, 33.070922041798)	(5, 32.54134185590622)	(6, 33.14624452649038)	(7, 33.10951289584442)	(8, 31.954671172913457)	(9, 32.17057881830605)	(10, 31.607974973168496)	(12, 30.983005027499182)	(14, 28.73785756743601)	(16, 33.10748907155768)	(18, 29.754244240734213)	(20, 33.246134422585996)	(22, 26.272643654132185)	(24, 29.601858117726053)	(26, 29.56613880182929)	(28, 29.346082875276494)	(30, 32.21048975755308)	(32, 29.49759559319341)	(34, 24.63973051370784)	(36, 27.10434608685968)	(38, 32.265012049171105)	(40, 32.32614901206473)	(42, 32.34682558724914)	(44, 32.3459876020268)	(46, 32.37856388574484)	(48, 32.43036086907316)	(50, 32.398825024021846)	(52, 32.38482498634184)	(54, 32.50629471556242)	(56, 32.610553535122705)	(58, 32.775919077977036)	(60, 32.96327929254575)	(62, 31.982957130253958)	(64, 32.900677817930415)	(66, 32.663803279842114)	(68, 28.309950268644286)	(70, 32.587532895419756)	(72, 32.813523619560506)	(74, 24.24856813881366)	(76, 28.66578076649722)	(78, 25.077124030642743)	(80, 24.82402231561251)	(82, 24.67362966155099)	(84, 28.30939203203488)	(86, 29.34752923346325)	(88, 29.517926825727642)	(90, 28.05589882361983)	(92, 28.30323221514208)	(94, 29.322874591572457)	(96, 29.19351466647216)	(98, 27.84966451376232)	(100, 32.47936634346396)
O22C6	(1, 32.977544507763504)	(2, 32.77543449440747)	(3, 32.87315719550114)	(4, 33.09404082940078)	(5, 32.8598078155752)	(6, 33.1653009589822)	(7, 33.100587369958404)	(8, 32.2356437382989)	(9, 32.376848231663026)	(10, 31.93165387980776)	(12, 31.563147363659017)	(14, 29.854222109413087)	(16, 33.2863584158643)	(18, 30.626971554862074)	(20, 33.29234246374815)	(22, 26.50238089140884)	(24, 29.592314518162432)	(26, 29.640775505888154)	(28, 29.453213288334766)	(30, 32.00279430721564)	(32, 29.696596148728645)	(34, 24.45962012028137)	(36, 27.209435675511497)	(38, 32.20102466818691)	(40, 32.324149269099664)	(42, 32.435477069544255)	(44, 32.286477403767535)	(46, 32.3463535007864)	(48, 32.47700021966349)	(50, 32.52911834570878)	(52, 32.56827289683005)	(54, 32.624011430835914)	(56, 32.69017912919312)	(58, 32.553331436938876)	(60, 32.84546365935484)	(62, 31.951270397724027)	(64, 32.595957840491025)	(66, 32.60612127547736)	(68, 28.402358984854004)	(70, 32.667781643943705)	(72, 32.93352711658537)	(74, 24.57648010826305)	(76, 28.561047019727905)	(78, 25.46891507204763)	(80, 24.736594246377418)	(82, 24.69362852155917)	(84, 26.097394202007436)	(86, 28.917381978372134)	(88, 29.313096138649257)	(90, 28.333850281248935)	(92, 27.886106294822365)	(94, 29.103452327617465)	(96, 28.935256423420025)	(98, 27.896110846399345)	(100, 32.40945863770369)
O22C7	(1, 32.86118278600661)	(2, 32.75358730588991)	(3, 32.95417878377077)	(4, 33.07199483291604)	(5, 32.61215309177251)	(6, 33.20097674285892)	(7, 33.072980393733566)	(8, 31.92521335997746)	(9, 32.08243620679704)	(10, 31.48463208310761)	(12, 30.9356929972781)	(14, 28.760879314203486)	(16, 33.211960502469964)	(18, 29.623395158629503)	(20, 33.20769861753912)	(22, 25.96020679324227)	(24, 29.652448696322097)	(26, 29.561190938922014)	(28, 29.30873793548314)	(30, 32.21919830535394)	(32, 29.57010219325472)	(34, 24.618191162308765)	(36, 27.143862035477742)	(38, 32.243776383933636)	(40, 32.31513162106856)	(42, 32.3383946489767)	(44, 32.344431861554895)	(46, 32.38052216748379)	(48, 32.43308708620234)	(50, 32.429344920856664)	(52, 32.41211425933302)	(54, 32.49427635257672)	(56, 32.590751111613905)	(58, 32.76224051277816)	(60, 32.97513365088847)	(62, 31.912852694941293)	(64, 32.89211284691474)	(66, 32.71074825533013)	(68, 28.38557354890512)	(70, 32.64830059977715)	(72, 32.81816471440681)	(74, 24.222073080262454)	(76, 28.439418502114563)	(78, 24.899843368394897)	(80, 24.85539149270781)	(82, 24.79582638295864)	(84, 27.835461471873487)	(86, 29.253711742803)	(88, 29.597698582838195)	(90, 28.075178932693262)	(92, 28.411209006071857)	(94, 29.3783430735472)	(96, 29.263138731967317)	(98, 27.87379172266768)	(100, 32.46053977622692)
O22C8	(1, 32.94915337471187)	(2, 32.83720529734053)	(3, 32.9709438725829)	(4, 33.11087005585867)	(5, 32.61020747128022)	(6, 33.24160552810132)	(7, 33.09850105481826)	(8, 31.83126243054619)	(9, 32.024153898781)	(10, 31.371887419845457)	(12, 30.808858724369614)	(14, 28.482124049920465)	(16, 33.23812365306121)	(18, 29.408234437404552)	(20, 33.1991803385782)	(22, 25.739615504810292)	(24, 29.616999867955375)	(26, 29.583789291002976)	(28, 29.44336236218563)	(30, 32.304494106299046)	(32, 29.523612951264752)	(34, 24.66463759999125)	(36, 27.09120565763923)	(38, 32.29109029060555)	(40, 32.36174162963539)	(42, 32.40293354529436)	(44, 32.345938330276205)	(46, 32.35776150428532)	(48, 32.43223039954431)	(50, 32.410358274353065)	(52, 32.43115348737906)	(54, 32.53718660639403)	(56, 32.656678347908795)	(58, 32.80047573376899)	(60, 32.99741407847568)	(62, 31.87965573350297)	(64, 32.93462819679323)	(66, 32.65837911171437)	(68, 28.40959240240086)	(70, 32.62234665286358)	(72, 32.79647194131184)	(74, 24.12190877639039)	(76, 28.223155934064152)	(78, 24.92672197648494)	(80, 24.781313476766247)	(82, 24.526540351839024)	(84, 28.48252855283853)	(86, 29.491801280776194)	(88, 29.851617412190794)	(90, 28.140978983023572)	(92, 28.489105710931945)	(94, 29.365558204559598)	(96, 29.377067136762413)	(98, 27.72727696255091)	(100, 32.414734725399626)
O22D1	(1, 32.874178283236404)	(2, 32.637840411092014)	(3, 32.89851565171673)	(4, 33.019966164150574)	(5, 32.72984467126911)	(6, 33.11681823139598)	(7, 33.02086304294967)	(8, 32.15379989231447)	(9, 32.31373560451255)	(10, 31.882704396170038)	(12, 31.46521469559331)	(14, 29.791805532548764)	(16, 33.22929051541655)	(18, 30.520345627636782)	(20, 33.279230835991726)	(22, 26.415669387509418)	(24, 29.62615834164314)	(26, 29.59119636179814)	(28, 29.20840935942324)	(30, 32.064186535997386)	(32, 29.67017858518938)	(34, 24.344323101968193)	(36, 26.99520461531129)	(38, 32.1686355045658)	(40, 32.228840157741246)	(42, 32.26765325217138)	(44, 32.26347252464704)	(46, 32.32051557769039)	(48, 32.41960797972425)	(50, 32.4479501198273)	(52, 32.47158137311801)	(54, 32.55814602284591)	(56, 32.63410519275467)	(58, 32.60966230476217)	(60, 32.87475243756391)	(62, 32.122819005849166)	(64, 32.78663083500366)	(66, 32.63472066736129)	(68, 28.415724069039463)	(70, 32.68065422909007)	(72, 32.94932648266584)	(74, 24.54507742745337)	(76, 28.53010352034078)	(78, 25.45689799176718)	(80, 24.78251058972458)	(82, 24.25515350355238)	(84, 25.67778466059575)	(86, 28.24502924648653)	(88, 29.428843405966)	(90, 28.385993894597465)	(92, 27.736547197728992)	(94, 28.636399662288984)	(96, 28.97251115944063)	(98, 28.025674763276093)	(100, 32.424217335058216)
O22D2	(1, 32.83403181515742)	(2, 32.65158797975513)	(3, 32.929399884075984)	(4, 33.015085373035156)	(5, 32.68333802905692)	(6, 33.12184828003258)	(7, 33.02306379067923)	(8, 32.12249933297619)	(9, 32.23134148421985)	(10, 31.79192407617084)	(12, 31.346914534505856)	(14, 29.529641618962163)	(16, 33.222897938125975)	(18, 30.291859641284294)	(20, 33.272167279357674)	(22, 26.352805048499455)	(24, 29.667440557856963)	(26, 29.525411241911748)	(28, 29.18607061068932)	(30, 32.08332676008523)	(32, 29.603356257016614)	(34, 24.46748850457375)	(36, 27.079327623198857)	(38, 32.19173062794816)	(40, 32.257520757965956)	(42, 32.27438786465446)	(44, 32.30400076449979)	(46, 32.36691076400275)	(48, 32.44664267912289)	(50, 32.4711107098254)	(52, 32.47712706109655)	(54, 32.556939850927506)	(56, 32.63949271223887)	(58, 32.66457300983794)	(60, 32.89616130054763)	(62, 32.18373557288656)	(64, 32.89437635595317)	(66, 32.664572251655486)	(68, 28.38511471354625)	(70, 32.67966999554641)	(72, 32.936094532278624)	(74, 24.67793795977)	(76, 29.412637158619287)	(78, 25.324202154223713)	(80, 24.706051558062214)	(82, 24.973510461071637)	(84, 28.0050833906254)	(86, 28.959729741067328)	(88, 29.27902831311966)	(90, 28.251577293117567)	(92, 27.88090655583958)	(94, 29.102648598064512)	(96, 29.03413636484833)	(98, 27.85240236287243)	(100, 32.451948115307445)
O22D3	(1, 32.953524632084005)	(2, 32.80541149003344)	(3, 32.89690269343723)	(4, 33.09633120645032)	(5, 32.713684556211426)	(6, 33.211555146773485)	(7, 33.15413356810027)	(8, 32.09792737996258)	(9, 32.30116861261678)	(10, 31.763910659369916)	(12, 31.247397998188447)	(14, 29.16665986974506)	(16, 33.24251067948615)	(18, 30.070919813266457)	(20, 33.31237091067428)	(22, 26.383926847002833)	(24, 29.683577571599546)	(26, 29.60343884308132)	(28, 29.382779830964704)	(30, 32.1841016122138)	(32, 29.570490440979835)	(34, 24.432886426069384)	(36, 26.978627989516475)	(38, 32.35747102436637)	(40, 32.43932088301855)	(42, 32.54508885389281)	(44, 32.45193814846003)	(46, 32.5390468164341)	(48, 32.62406270493311)	(50, 32.640163770612986)	(52, 32.61804239714432)	(54, 32.67558400721831)	(56, 32.75958177295682)	(58, 32.768196585592904)	(60, 32.99473533396835)	(62, 32.19435422963005)	(64, 32.99591499872666)	(66, 32.73844790517556)	(68, 28.319058073214563)	(70, 32.74661336170842)	(72, 32.99972519769078)	(74, 24.61028988482161)	(76, 29.846239197967257)	(78, 25.26701168224997)	(80, 24.797972697688117)	(82, 24.96103122001304)	(84, 27.967741511394436)	(86, 29.11265708775794)	(88, 29.35309969457481)	(90, 28.23044423910916)	(92, 28.054520729161133)	(94, 29.15156187046014)	(96, 29.08880862521661)	(98, 27.82567139635759)	(100, 32.47878705980919)
O22D4	(1, 32.83318705729573)	(2, 32.68409220968661)	(3, 32.93176449215214)	(4, 33.022199530788484)	(5, 32.61833264475947)	(6, 33.13841280023655)	(7, 33.01989091523018)	(8, 31.979813021115078)	(9, 32.11447076994493)	(10, 31.59372449991691)	(12, 31.077878673188685)	(14, 29.03831108096947)	(16, 33.196325258652784)	(18, 29.871131480962532)	(20, 33.25146376790589)	(22, 26.22296349831567)	(24, 29.690188616725933)	(26, 29.57170287963182)	(28, 29.321608772881042)	(30, 32.16541746334942)	(32, 29.61562315692563)	(34, 24.469025066814822)	(36, 27.14954658058086)	(38, 32.189418927974955)	(40, 32.263269644628735)	(42, 32.28153154738658)	(44, 32.286587824494745)	(46, 32.32949681058081)	(48, 32.388497438461386)	(50, 32.37305020158162)	(52, 32.3757354055236)	(54, 32.50176178486275)	(56, 32.616255862908105)	(58, 32.718739535901676)	(60, 32.92556724392711)	(62, 31.93907729497636)	(64, 32.84905736689815)	(66, 32.67920545678548)	(68, 28.35353966014559)	(70, 32.690255430910995)	(72, 32.88710493412077)	(74, 24.534780605850415)	(76, 29.59457915929765)	(78, 25.26784061037005)	(80, 24.806199455981446)	(82, 24.77251546481537)	(84, 28.27256665779215)	(86, 29.293190205153223)	(88, 29.482120567606202)	(90, 28.149393376249343)	(92, 28.171202446589724)	(94, 29.197558309083476)	(96, 29.15460053347775)	(98, 27.768460315305045)	(100, 32.43578078049393)
O22D5	(1, 32.90864125021046)	(2, 32.78126969041693)	(3, 32.9253137532899)	(4, 33.07925808677106)	(5, 32.571596636192716)	(6, 33.182077267121464)	(7, 33.14825806551939)	(8, 32.00708637234018)	(9, 32.2160543392543)	(10, 31.648260509408416)	(12, 31.053112521603367)	(14, 28.799203401995904)	(16, 33.12498327206816)	(18, 29.846584268754164)	(20, 33.260121622270574)	(22, 26.355532874430935)	(24, 29.583111501380113)	(26, 29.55403225766695)	(28, 29.3200211243185)	(30, 32.25084011865866)	(32, 29.483186405040783)	(34, 24.544209781120987)	(36, 26.996267944763115)	(38, 32.30966218741251)	(40, 32.38026673742945)	(42, 32.43935678184775)	(44, 32.38775212111118)	(46, 32.41824095676223)	(48, 32.50749756967248)	(50, 32.48557436969668)	(52, 32.47250183939343)	(54, 32.555667673278954)	(56, 32.67087442253787)	(58, 32.78708195325598)	(60, 32.99562599934695)	(62, 32.056739189981684)	(64, 32.94137470787122)	(66, 32.69869630479882)	(68, 28.327258518413267)	(70, 32.67738636056654)	(72, 32.90639240600922)	(74, 24.32981280145252)	(76, 28.763090981229304)	(78, 25.15465503718681)	(80, 24.843002160348938)	(82, 24.726488536874214)	(84, 28.3031307128698)	(86, 29.386160342652722)	(88, 29.509223834731166)	(90, 28.138266343157447)	(92, 28.250589204264358)	(94, 29.30075628432254)	(96, 29.21276684934386)	(98, 27.899341898007627)	(100, 32.48187017033226)
O22D6	(1, 32.85691882722534)	(2, 32.640006537053075)	(3, 32.94387643830827)	(4, 33.019415275407525)	(5, 32.70038393809158)	(6, 33.100434448253)	(7, 32.997734227570334)	(8, 32.10026196815212)	(9, 32.22623920352047)	(10, 31.797946084512283)	(12, 31.347063342994943)	(14, 29.563497118494027)	(16, 33.22152425843031)	(18, 30.323360061153537)	(20, 33.278573616143035)	(22, 26.32513585076254)	(24, 29.639182158225765)	(26, 29.539743880412686)	(28, 29.229418256048028)	(30, 32.063288852667384)	(32, 29.639672333070294)	(34, 24.35421457513111)	(36, 27.06460658495282)	(38, 32.16453606784711)	(40, 32.21902511895905)	(42, 32.24147423170599)	(44, 32.25576138751566)	(46, 32.30348297787684)	(48, 32.385004827384414)	(50, 32.412654962380884)	(52, 32.42852937635804)	(54, 32.53390371111161)	(56, 32.62863295391904)	(58, 32.62581053879009)	(60, 32.8487023312906)	(62, 31.964997995338372)	(64, 32.62581751445048)	(66, 32.65604029885839)	(68, 28.355082983328714)	(70, 32.68987326226342)	(72, 32.933802254815774)	(74, 24.481112130682643)	(76, 28.638415132192947)	(78, 25.361812281776345)	(80, 24.70809219909906)	(82, 24.514451317562134)	(84, 25.51446835958405)	(86, 28.84366293521525)	(88, 29.36622977213219)	(90, 28.26376994956353)	(92, 27.93584121529003)	(94, 29.09286292490366)	(96, 28.97495363259086)	(98, 27.90149536647114)	(100, 32.39907620976369)
O22D7	(1, 32.934043458141915)	(2, 32.836914996195375)	(3, 32.87521229061335)	(4, 33.13410369242672)	(5, 32.69766699223542)	(6, 33.27008979580772)	(7, 33.16776251496711)	(8, 31.917783368213314)	(9, 32.15375573554599)	(10, 31.475346635985492)	(12, 30.946854668116128)	(14, 28.654890567103116)	(16, 33.269531860283024)	(18, 29.581197409160573)	(20, 33.22634953655664)	(22, 25.690027787545226)	(24, 29.61447045373842)	(26, 29.47930490836214)	(28, 29.358531641590098)	(30, 32.30409794654715)	(32, 29.49045937579158)	(34, 24.54656394557116)	(36, 26.942258879284136)	(38, 32.37642226966539)	(40, 32.48758221730424)	(42, 32.59488545588674)	(44, 32.45954940779137)	(46, 32.515288393415204)	(48, 32.5989969068374)	(50, 32.61239596291753)	(52, 32.61689016133368)	(54, 32.64422828723845)	(56, 32.76501353809891)	(58, 32.824622596123994)	(60, 33.047778875633284)	(62, 31.97294804501968)	(64, 32.98889748913058)	(66, 32.77481655209275)	(68, 28.44748593318684)	(70, 32.813113946704156)	(72, 32.954547601973005)	(74, 24.36108761144063)	(76, 28.578732386354908)	(78, 24.994688874173193)	(80, 24.870797818934342)	(82, 24.84509825024464)	(84, 27.883760851770653)	(86, 29.347758497712924)	(88, 29.694347621277352)	(90, 28.2094486825171)	(92, 28.50774502876581)	(94, 29.44204262134101)	(96, 29.331928644764332)	(98, 27.958641168460204)	(100, 32.48324195151366)
O22D8	(1, 32.909512801276)	(2, 32.806670523544206)	(3, 32.96174751252339)	(4, 33.10384253888636)	(5, 32.59312953305258)	(6, 33.22302843495283)	(7, 33.078412790718545)	(8, 31.81956183190853)	(9, 32.04255384068649)	(10, 31.385004569006703)	(12, 30.80651789556665)	(14, 28.540884174282205)	(16, 33.22901613431335)	(18, 29.438661669793902)	(20, 33.195136504031005)	(22, 25.779227814238546)	(24, 29.60140509175163)	(26, 29.573149324697383)	(28, 29.388030610095733)	(30, 32.28059145210793)	(32, 29.5508970977477)	(34, 24.709337264745738)	(36, 27.109855669222434)	(38, 32.251462008147705)	(40, 32.307397650623244)	(42, 32.32405659580399)	(44, 32.31416113191209)	(46, 32.34325799067693)	(48, 32.38932590261097)	(50, 32.370214516136585)	(52, 32.386369455995265)	(54, 32.49997770356681)	(56, 32.616095140701205)	(58, 32.77948778351288)	(60, 32.978814358634956)	(62, 31.912822769853868)	(64, 32.92098746071893)	(66, 32.66968137634253)	(68, 28.4428753138109)	(70, 32.65787340608412)	(72, 32.84160083650473)	(74, 24.21768592069858)	(76, 28.292194584128666)	(78, 24.90872902632416)	(80, 24.802132762018694)	(82, 24.57060414245327)	(84, 28.466801616994264)	(86, 29.45666982153589)	(88, 29.759261963667008)	(90, 28.122806255990948)	(92, 28.43634053754612)	(94, 29.294116514870886)	(96, 29.33803849082063)	(98, 27.694316910778568)	(100, 32.41538700170622)
highN4A1	(1, 33.18365367794489)	(2, 32.9860377407578)	(3, 33.10109730699342)	(4, 33.206156725204956)	(5, 32.6988306546208)	(6, 33.04997028275121)	(7, 33.24181249812165)	(8, 31.717417087122218)	(9, 32.39590602903926)	(10, 31.53941700018827)	(12, 31.136707273406305)	(14, 28.94160345861846)	(16, 33.2247885507401)	(18, 29.89273903311122)	(20, 33.41942534600376)	(22, 26.039021424104526)	(24, 29.89177297460054)	(26, 28.933565492410178)	(28, 28.99734273030448)	(30, 33.06968268863125)	(32, 29.017663684284432)	(34, 25.083406541329275)	(36, 27.5367026971821)	(38, 32.462343034686434)	(40, 32.59377624496631)	(42, 32.618506255878735)	(44, 32.63741291541352)	(46, 32.653516888483495)	(48, 32.694433767983256)	(50, 32.67109558933699)	(52, 32.65759307364375)	(54, 32.70762562529886)	(56, 32.93589218201706)	(58, 33.229157085482086)	(60, 33.42949709493159)	(62, 32.93517173051299)	(64, 33.28916283269038)	(66, 32.86482317602129)	(68, 28.462897722263904)	(70, 33.07603501681749)	(72, 33.05445423922998)	(74, 24.277306425656192)	(76, 30.268709679873737)	(78, 24.982645065151917)	(80, 24.86727178405541)	(82, 24.850939572760886)	(84, 27.965253082899643)	(86, 29.270896230592143)	(88, 30.831468522331612)	(90, 28.219238388011554)	(92, 30.271615843363794)	(94, 29.85833913508581)	(96, 30.530773403212976)	(98, 28.596240586268834)	(100, 32.10213023725391)
